,index,ga:country,ga:pagePath,ga:landingPagePath,ga:secondPagePath,ga:exitPagePath,ga:previousPagePath,ga:pageviews
2679,2679,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-basic-principles_lesson_1,1.0
2678,2678,Belarus,academy.asodesk.com/aso-course,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,academy.asodesk.com/what-is-aso,2.0
2677,2677,Belarus,academy.asodesk.com/aso-course,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,academy.asodesk.com/,1.0
2676,2676,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,ru.asodesk.com/blog/tag/in-app/,ru.asodesk.com/blog/13-rules-for-working-with-app-metadata-in-the-app-store-and-google-play/,(entrance),1.0
2675,2675,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,ru.asodesk.com/,ru.asodesk.com/pricing,(entrance),1.0
2683,2683,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,hq.asodesk.com/accounts/signup/,3.0
2674,2674,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,asodesk.com/hacks,academy.asodesk.com/aso-basic-principles_lesson_1,asodesk.com/hacks,1.0
2673,2673,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,asodesk.com/hacks,academy.asodesk.com/aso-basic-principles_lesson_1,(entrance),1.0
103831,103831,Netherlands,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,(not set),academy.asodesk.com/aso-basic-principles_lesson_1,(entrance),2.0
2693,2693,Belarus,ru.asodesk.com/blog/влияют-ли-на-aso-в-app-store-внутренние-покупки-пр/,academy.asodesk.com/aso-basic-principles_lesson_1,ru.asodesk.com/blog/tag/in-app/,ru.asodesk.com/blog/13-rules-for-working-with-app-metadata-in-the-app-store-and-google-play/,ru.asodesk.com/blog/tag/in-app/,1.0
2669,2669,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,(not set),academy.asodesk.com/aso-basic-principles_lesson_1,(entrance),3.0
2670,2670,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,(entrance),1.0
2671,2671,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-basic-principles_lesson_1,1.0
2672,2672,Belarus,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,(entrance),1.0
495718,495721,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495731,495734,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495710,495713,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495730,495733,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495729,495732,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495728,495731,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495727,495730,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495726,495729,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495725,495728,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495724,495727,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495723,495726,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,1.0
495722,495725,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495721,495724,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495711,495714,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495712,495715,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495713,495716,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495714,495717,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495720,495723,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495716,495719,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495717,495720,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495719,495722,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495715,495718,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495785,495788,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495708,495711,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495683,495686,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495684,495687,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495685,495688,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495686,495689,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495687,495690,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495688,495691,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495689,495692,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495690,495693,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495691,495694,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495692,495695,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495693,495696,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495694,495697,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495709,495712,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495695,495698,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495697,495700,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495698,495701,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495699,495702,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495700,495703,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495701,495704,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495702,495705,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495703,495706,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495704,495707,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495705,495708,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495706,495709,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495707,495710,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495732,495735,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495696,495699,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495733,495736,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495743,495746,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495735,495738,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495763,495766,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495764,495767,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495765,495768,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495766,495769,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495767,495770,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495768,495771,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495769,495772,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495770,495773,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495771,495774,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495772,495775,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495773,495776,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495774,495777,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495775,495778,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495776,495779,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495777,495780,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495778,495781,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495779,495782,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495780,495783,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495781,495784,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495782,495785,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495783,495786,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495784,495787,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495786,495789,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495762,495765,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495734,495737,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495761,495764,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495759,495762,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495736,495739,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495737,495740,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495738,495741,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495739,495742,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495740,495743,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495741,495744,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495742,495745,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495682,495685,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495744,495747,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495745,495748,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495746,495749,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495747,495750,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495748,495751,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495749,495752,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495750,495753,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495751,495754,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495752,495755,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495753,495756,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495754,495757,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495755,495758,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495756,495759,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495757,495760,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495758,495761,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495760,495763,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495681,495684,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495301,495304,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495679,495682,United States,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495286,495289,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495287,495290,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495288,495291,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495289,495292,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495290,495293,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495291,495294,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495292,495295,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495293,495296,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495294,495297,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495295,495298,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
495296,495299,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(not set),academy.asodesk.com/aso-course,(entrance),1.0
